2021/06/01, 118.08118081180692
2021/06/06, 118.08118081180692
2021/06/10, 147.6014760147591
2021/06/15, 206.64206642066347
2021/06/21, 236.16236162361383
2021/06/26, 324.7232472324704
2021/07/02, 442.8044280442791
2021/07/07, 531.3653136531357
2021/07/12, 678.9667896678966
2021/07/17, 797.0479704797035
2021/07/22, 944.6494464944644
2021/07/26, 1062.7306273062732
2021/07/31, 1180.81180811808
2021/08/06, 1328.413284132841
2021/08/10, 1416.9741697416957
2021/08/14, 1564.5756457564567
2021/08/18, 1741.6974169741698
2021/08/21, 1889.2988929889289
2021/08/26, 2095.9409594095923
2021/08/30, 2273.0627306273054
2021/09/04, 2391.1439114391123
2021/09/09, 2509.225092250922
2021/09/13, 2627.306273062729
2021/09/18, 2715.8671586715855
2021/09/23, 2774.90774907749
2021/09/28, 2774.90774907749
2021/10/01, 2774.90774907749
2021/10/05, 2686.3468634686333
2021/10/09, 2538.7453874538733
2021/10/12, 2450.1845018450176
2021/10/19, 2125.4612546125463
2021/10/16, 2302.5830258302576
2021/10/22, 1977.8597785977836
2021/10/25, 1830.2583025830245
2021/10/28, 1682.6568265682654
2021/11/02, 1446.494464944648
2021/11/06, 1239.8523985239844
2021/11/10, 1121.7712177121757
2021/11/15, 974.1697416974148
2021/11/20, 767.5276752767513
2021/11/25, 649.4464944649426
2021/11/29, 560.8856088560879
2021/12/04, 472.3247232472313
2021/12/08, 413.28413284132694
2021/12/12, 383.76383763837475
2021/12/16, 354.24354243542257
2021/12/20, 354.24354243542257
2021/12/24, 324.7232472324704
2021/12/27, 295.2029520295182
2021/12/30, 295.2029520295182
