2021/06/05, 118.08118081180692
2021/06/09, 147.6014760147591
2021/06/13, 206.64206642066347
2021/06/18, 236.16236162361383
2021/06/23, 295.2029520295182
2021/06/27, 354.24354243542257
2021/07/02, 442.8044280442791
2021/07/06, 531.3653136531357
2021/07/10, 619.9261992619922
2021/07/16, 767.5276752767513
2021/07/20, 885.6088560885601
2021/07/23, 974.1697416974148
2021/07/26, 1092.2509225092235
2021/07/30, 1151.291512915128
2021/08/03, 1210.3321033210323
2021/08/08, 1269.3726937269366
2021/08/13, 1328.413284132841
2021/08/18, 1387.4538745387435
2021/08/22, 1416.9741697416957
2021/08/25, 1416.9741697416957
2021/08/29, 1446.494464944648
2021/09/02, 1446.494464944648
2021/09/07, 1446.494464944648
2021/09/11, 1446.494464944648
2021/09/17, 1476.0147601476
2021/09/22, 1505.5350553505523
2021/09/27, 1564.5756457564567
2021/10/02, 1623.616236162361
2021/10/06, 1653.1365313653114
2021/10/11, 1682.6568265682654
2021/10/17, 1682.6568265682654
2021/10/22, 1682.6568265682654
2021/10/28, 1623.616236162361
2021/11/01, 1535.0553505535045
2021/11/05, 1387.4538745387435
2021/11/10, 1269.3726937269366
2021/11/14, 1151.291512915128
2021/11/17, 1062.7306273062732
2021/11/22, 1003.6900369003688
2021/11/28, 856.0885608856061
2021/12/03, 767.5276752767513
2021/12/08, 708.487084870847
2021/12/14, 678.9667896678966
2021/12/19, 649.4464944649426
2021/12/24, 590.4059040590382
2021/12/29, 531.3653136531357
