2021/08/20, 627
2021/08/24, 577
2021/08/29, 520
2021/09/02, 461
2021/09/07, 405
2021/09/11, 352
2021/09/16, 309
2021/09/20, 275
2021/09/25, 248
2021/09/29, 226
2021/10/04, 208
2021/10/09, 194
2021/10/13, 182
2021/10/18, 173
2021/10/22, 166
2021/10/27, 161
2021/10/31, 156
2021/11/05, 157
2021/11/09, 155
2021/11/14, 155
2021/11/18, 160
2021/11/23, 165
2021/11/27, 171
2021/12/02, 180
2021/12/06, 192
2021/12/11, 208
2021/12/15, 226
2021/12/20, 248
2021/12/24, 275
2021/12/29, 305
2022/01/02, 337
2022/01/07, 370
2022/01/11, 403
2022/01/16, 435
2022/01/20, 461
2022/01/25, 485
2022/01/29, 505
2022/02/03, 518
2022/02/08, 527
2022/02/12, 532
2022/02/17, 531
2022/02/21, 527
2022/02/26, 519
2022/03/02, 509
2022/03/07, 494
2022/03/09, 485
