2021/07/24, 509
2021/07/29, 566
2021/08/03, 626
2021/08/07, 662
2021/08/12, 665
2021/08/16, 636
2021/08/21, 590
2021/08/25, 533
2021/08/30, 472
2021/09/03, 413
2021/09/08, 357
2021/09/12, 306
2021/09/17, 267
2021/09/21, 233
2021/09/26, 206
2021/09/30, 184
2021/10/05, 166
2021/10/09, 152
2021/10/14, 139
2021/10/18, 128
2021/10/23, 119
2021/10/27, 112
2021/11/01, 106
2021/11/05, 101
2021/11/10, 98
2021/11/14, 93
2021/11/19, 91
2021/11/23, 89
2021/11/28, 89
2021/12/03, 89
2021/12/07, 89
2021/12/12, 92
2021/12/16, 94
2021/12/21, 98
2021/12/25, 102
2021/12/30, 106
2022/01/03, 110
2022/01/08, 116
2022/01/12, 122
2022/01/17, 130
2022/01/21, 139
2022/01/26, 151
2022/01/30, 164
2022/02/04, 180
2022/02/08, 197
2022/02/13, 217
2022/02/17, 241
2022/02/22, 269
2022/02/26, 298
2022/03/03, 327
2022/03/07, 358
2022/03/10, 366
